ID,X,Y,Location,Point_Type,Edge_Type,Hard_Mater,Adj_LU,Erosion,Owner,Adj_H1,Vegetation,Hab_W1,Adj_H2,Vegetati_1,Hab_W2,Adj_H3,Vegetati_2,Hab_W3,Adj_H4,Vegetati_3,Hab_W4,IT_Width,Slope,0yster_Pre,Seagrass_P,geometry
4158,-80.608968,28.135717,Melbourne,Transect,Bulkhead,Concrete,Road,3,Public,Rock,,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.608968 28.135717)
4159,-80.609187,28.135612,Melbourne,Transect,Bulkhead,Concrete,Road,3,Public,Rock,,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.609187 28.135612)
4160,-80.609396,28.135536,Melbourne,Transect,Bulkhead,Concrete,Road,3,Public,Rock,,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.609396 28.135536)
4161,-80.609644,28.13547,Melbourne,Transect,Bulkhead,Concrete,Road,3,Public,Rock,,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.609644 28.13547)
4162,-80.609891,28.135413,Melbourne,Transect,Bulkhead,Concrete,Road,3,Public,Rock,,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.609891 28.135413)
4163,-80.61012,28.135317,Melbourne,Transect,Bulkhead,Concrete,Road,3,Public,Rock,,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.61012 28.135317)
4164,-80.610386,28.135241,Melbourne,Transect,Bulkhead,Concrete,Road,3,Public,Rock,,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.610386 28.135241)
4165,-80.610614,28.135175,Melbourne,Transect,Bulkhead,Concrete,Road,3,Public,Rock,,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.610614 28.135175)
4166,-80.610824,28.135127,Melbourne,Transect,Bulkhead,Concrete,Road,3,Public,Rock,,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.610824 28.135127)
4167,-80.611005,28.135079,Melbourne,Transect,Bulkhead,Concrete,Road,3,Public,Rock,,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.611005 28.135079)
4168,-80.611214,28.135003,Melbourne,Transect,Bulkhead,Concrete,Road,3,Public,Rock,,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.611214 28.135003)
4169,-80.611798,28.134779,Melbourne,Transect,Bulkhead,Concrete,Road,3,Public,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.611798 28.134779)
4170,-80.612017,28.134722,Melbourne,Transect,Bulkhead,Concrete,Road,3,Public,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.612017 28.134722)
4171,-80.612417,28.134625,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,Rock,,2,"Sand, Rock",0,2,Water,0,0,,,,4,0.45,Yes,,POINT (-80.612417 28.134625)
4172,-80.612608,28.13453,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,Rock,,2,"Sand, Rock",0,2,Water,0,0,,,,4,0.45,Yes,,POINT (-80.612608 28.13453)
4173,-80.612808,28.134492,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,Rock,,2,"Sand, Rock",0,2,Water,0,0,,,,4,0.45,Yes,,POINT (-80.612808 28.134492)
4174,-80.613017,28.134416,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,Rock,,2,"Sand, Rock",0,2,Water,0,0,,,,4,0.45,Yes,,POINT (-80.613017 28.134416)
4175,-80.613198,28.134359,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,Rock,,2,"Sand, Rock",0,2,Water,0,0,,,,4,0.45,Yes,,POINT (-80.613198 28.134359)
4176,-80.613407,28.134302,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,Rock,,2,"Sand, Rock",0,2,Water,0,0,,,,4,0.45,Yes,,POINT (-80.613407 28.134302)
4177,-80.613512,28.13413,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,Rock,,2,"Sand, Rock",0,2,Water,0,0,,,,4,0.45,Yes,,POINT (-80.613512 28.13413)
4178,-80.613455,28.133997,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,Rock,,2,"Sand, Rock",0,2,Water,0,0,,,,4,0.45,Yes,,POINT (-80.613455 28.133997)
4179,-80.613398,28.133873,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,Rock,,2,"Sand, Rock",0,2,Water,0,0,,,,4,0.45,Yes,,POINT (-80.613398 28.133873)
4180,-80.613283,28.133816,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,Rock,,2,"Sand, Rock",0,2,Water,0,0,,,,4,0.45,Yes,,POINT (-80.613283 28.133816)
4181,-80.61316,28.133854,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,Rock,,2,"Sand, Rock",0,2,Water,0,0,,,,4,0.45,Yes,,POINT (-80.61316 28.133854)
4182,-80.612626,28.134019,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.612626 28.134019)
4183,-80.612817,28.133953,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.612817 28.133953)
4184,-80.612436,28.134134,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.612436 28.134134)
4185,-80.612227,28.134219,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.612227 28.134219)
4186,-80.612008,28.134295,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.612008 28.134295)
4187,-80.611808,28.134381,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.611808 28.134381)
4188,-80.61157,28.134467,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.61157 28.134467)
4189,-80.611389,28.134514,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.611389 28.134514)
4190,-80.611237,28.134581,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.611237 28.134581)
4191,-80.611018,28.134667,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.611018 28.134667)
4192,-80.610742,28.134724,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.610742 28.134724)
4193,-80.610456,28.13479,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.610456 28.13479)
4194,-80.61018,28.134885,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.61018 28.134885)
4195,-80.610018,28.134962,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.610018 28.134962)
4196,-80.609847,28.135009,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.609847 28.135009)
4197,-80.609609,28.135019,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.609609 28.135019)
4198,-80.6094,28.135028,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.6094 28.135028)
4199,-80.609228,28.135066,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.609228 28.135066)
4200,-80.609067,28.135123,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.609067 28.135123)
4201,-80.608905,28.13519,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.608905 28.13519)
4202,-80.608695,28.135238,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.608695 28.135238)
4203,-80.608515,28.135295,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.608515 28.135295)
4204,-80.608296,28.135314,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.608296 28.135314)
4205,-80.608077,28.13539,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.608077 28.13539)
4206,-80.607867,28.135447,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.607867 28.135447)
4207,-80.607668,28.135504,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.607668 28.135504)
4208,-80.607411,28.135542,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.607411 28.135542)
4209,-80.607182,28.135542,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.607182 28.135542)
4210,-80.606982,28.13558,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.606982 28.13558)
4211,-80.606744,28.135618,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.606744 28.135618)
4212,-80.606478,28.135666,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.606478 28.135666)
4213,-80.606192,28.135742,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.606192 28.135742)
4214,-80.605954,28.135828,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.605954 28.135828)
4215,-80.605783,28.135894,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.605783 28.135894)
4216,-80.605574,28.135999,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.605574 28.135999)
4217,-80.605326,28.136066,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.605326 28.136066)
4218,-80.605107,28.13618,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.605107 28.13618)
4219,-80.60486,28.136246,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.60486 28.136246)
4220,-80.60465,28.136437,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.60465 28.136437)
4221,-80.604384,28.13657,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.604384 28.13657)
4222,-80.604136,28.136646,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.604136 28.136646)
4223,-80.603841,28.136779,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.603841 28.136779)
4224,-80.603556,28.136875,Melbourne,Transect,Hard Slope,Rubble,Road,3,Public,"Rock, Vegetation","113,505",3,"Sand, Rock",0,2,Water,0,0,,,,5,0.5,Yes,,POINT (-80.603556 28.136875)
4225,-80.602436,28.081809,Melbourne,Transect,"Bulkhead, Hard Slope","Concrete, Rubble",Residential,2,Private,Vegetation,"99, 101",0,"Sand, Rock",0,2,Water,0,0,,,,0,15.0,No,,POINT (-80.602436 28.081809)
4226,-80.604853,28.084954,Melbourne,Transect,Bulkhead,Wood,Residential,3,Private,Vegetation,"101, 133",0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.604853 28.084954)
4227,-80.605026,28.08521,Melbourne,Transect,Bulkhead,Wood,Residential,3,Private,Vegetation,"101, 133",0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.605026 28.08521)
4228,-80.605198,28.085484,Melbourne,Transect,Bulkhead,Wood,Residential,3,Private,Vegetation,"101, 133",0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.605198 28.085484)
4229,-80.6053,28.08569,Melbourne,Transect,No Structure,,Residential,1,Private,Vegetation,"101, 133, 103",1,"Sand, Vegetation",0,2,Water,0,0,,,,3,35.0,No,,POINT (-80.6053 28.08569)
4230,-80.605484,28.085922,Melbourne,Transect,No Structure,,Residential,1,Private,Vegetation,"101, 133, 103",1,"Sand, Vegetation",0,2,Water,0,0,,,,3,35.0,No,,POINT (-80.605484 28.085922)
4231,-80.605627,28.086183,Melbourne,Transect,Hard Slope,Rubble,Residential,2,Private,"Rock, Vegetation",133,1,Rock,0,1,"Sand, Rock",0,1,Water,,0,3,35.0,Yes,,POINT (-80.605627 28.086183)
4232,-80.605824,28.086468,Melbourne,Transect,Hard Slope,Rubble,Residential,2,Private,"Rock, Vegetation",133,1,Rock,0,1,"Sand, Rock",0,1,Water,,0,3,35.0,Yes,,POINT (-80.605824 28.086468)
4233,-80.605996,28.08673,Melbourne,Transect,Hard Slope,Rubble,Residential,2,Private,"Rock, Vegetation",133,1,Rock,0,1,"Sand, Rock",0,1,Water,,0,3,35.0,Yes,,POINT (-80.605996 28.08673)
4234,-80.606169,28.086998,Melbourne,Transect,Hard Slope,Rubble,Residential,2,Private,"Rock, Vegetation",133,1,Rock,0,1,"Sand, Rock",0,1,Water,,0,3,35.0,Yes,,POINT (-80.606169 28.086998)
4235,-80.606277,28.087222,Melbourne,Transect,Hard Slope,Rubble,Residential,1,Private,Vegetation,99,0,"Sand, Rock",0,3,Water,0,0,,,,4,35.0,Yes,,POINT (-80.606277 28.087222)
4236,-80.606473,28.087514,Melbourne,Transect,Hard Slope,Rubble,Residential,1,Private,Vegetation,99,0,"Sand, Rock",0,3,Water,0,0,,,,4,35.0,Yes,,POINT (-80.606473 28.087514)
4237,-80.606652,28.087799,Melbourne,Transect,Hard Slope,Rubble,Residential,1,Private,Vegetation,99,0,"Sand, Rock",0,3,Water,0,0,,,,4,35.0,Yes,,POINT (-80.606652 28.087799)
4238,-80.606751,28.087977,Melbourne,Transect,Hard Slope,Rubble,Residential,2,Private,"Rock, Vegetation",99,0,Rock,0,1,"Sand, Rock",0,1,Water,,0,0,25.0,Yes,,POINT (-80.606751 28.087977)
4239,-80.606925,28.088336,Melbourne,Transect,Hard Slope,Riprap,Road,3,Public,Rock,,2,"Sand, Rock",0,1,Water,0,0,,,,3,45.0,Yes,,POINT (-80.606925 28.088336)
4240,-80.607139,28.088604,Melbourne,Transect,Hard Slope,Riprap,Road,3,Public,Rock,,2,"Sand, Rock",0,1,Water,0,0,,,,3,45.0,Yes,,POINT (-80.607139 28.088604)
4241,-80.607252,28.088889,Melbourne,Transect,Hard Slope,Riprap,Road,3,Public,Rock,,2,"Sand, Rock",0,1,Water,0,0,,,,3,45.0,Yes,,POINT (-80.607252 28.088889)
4242,-80.607377,28.089139,Melbourne,Transect,Hard Slope,Riprap,Road,3,Public,Rock,,2,"Sand, Rock",0,1,Water,0,0,,,,3,45.0,Yes,,POINT (-80.607377 28.089139)
4243,-80.607538,28.089401,Melbourne,Transect,Hard Slope,Riprap,Road,3,Public,Rock,,2,"Sand, Rock",0,1,Water,0,0,,,,3,45.0,Yes,,POINT (-80.607538 28.089401)
4244,-80.607675,28.089692,Melbourne,Transect,Hard Slope,Riprap,Road,3,Public,Rock,,2,"Sand, Rock",0,1,Water,0,0,,,,3,45.0,Yes,,POINT (-80.607675 28.089692)
4245,-80.607823,28.089978,Melbourne,Transect,Hard Slope,Riprap,Road,3,Public,Rock,,2,"Sand, Rock",0,1,Water,0,0,,,,3,45.0,Yes,,POINT (-80.607823 28.089978)
4246,-80.607972,28.090252,Melbourne,Transect,Hard Slope,Riprap,Road,3,Public,Rock,,2,"Sand, Rock",0,1,Water,0,0,,,,3,45.0,Yes,,POINT (-80.607972 28.090252)
4247,-80.608103,28.090502,Melbourne,Transect,Hard Slope,Riprap,Road,3,Public,Rock,,2,"Sand, Rock",0,1,Water,0,0,,,,3,45.0,Yes,,POINT (-80.608103 28.090502)
4248,-80.608232,28.090751,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.608232 28.090751)
4249,-80.608232,28.090751,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.608232 28.090751)
4250,-80.608351,28.091072,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.608351 28.091072)
4251,-80.608524,28.091339,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.608524 28.091339)
4252,-80.608643,28.091655,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.608643 28.091655)
4253,-80.608845,28.091946,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.608845 28.091946)
4254,-80.60897,28.092297,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.60897 28.092297)
4255,-80.609142,28.092589,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.609142 28.092589)
4256,-80.609297,28.092844,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.609297 28.092844)
4257,-80.609452,28.093136,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.609452 28.093136)
4258,-80.609589,28.093416,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.609589 28.093416)
4259,-80.609743,28.093677,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.609743 28.093677)
4260,-80.60985,28.093939,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.60985 28.093939)
4261,-80.610017,28.094189,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.610017 28.094189)
4262,-80.61016,28.094498,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.61016 28.094498)
4263,-80.610308,28.094802,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.610308 28.094802)
4264,-80.610451,28.095117,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.610451 28.095117)
4265,-80.610546,28.095355,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.610546 28.095355)
4266,-80.610695,28.095593,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.610695 28.095593)
4267,-80.610808,28.095854,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.610808 28.095854)
4268,-80.610957,28.09611,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.610957 28.09611)
4269,-80.611028,28.09636,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.611028 28.09636)
4270,-80.61104,28.09661,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.61104 28.09661)
4271,-80.611111,28.096895,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.611111 28.096895)
4272,-80.611213,28.097163,Melbourne,Transect,Hard Slope,Rubble,Road,2,Public,"Rock, Vegetation",133,2,"Sand, Vegetation",133,1,Water,0,0,,,,2,45.0,Yes,,POINT (-80.611213 28.097163)
4273,-80.602583,28.082002,Melbourne,Transect,No Structure,,Residential,2,Private,Vegetation,"101, 133",2,Vegetation,133,2,Sand,0,1,Water,,0,5,15.0,No,,POINT (-80.602583 28.082002)
4274,-80.602684,28.082204,Melbourne,Transect,No Structure,,Residential,2,Private,Vegetation,"101, 133",2,Vegetation,133,2,Sand,0,1,Water,,0,5,15.0,No,,POINT (-80.602684 28.082204)
4275,-80.602874,28.082395,Melbourne,Transect,No Structure,,Residential,2,Private,Vegetation,"101, 133",2,Vegetation,133,2,Sand,0,1,Water,,0,5,15.0,No,,POINT (-80.602874 28.082395)
4276,-80.603035,28.082591,Melbourne,Transect,No Structure,,Residential,2,Private,Vegetation,"101, 133",2,Vegetation,133,2,Sand,0,1,Water,,0,5,15.0,No,,POINT (-80.603035 28.082591)
4277,-80.603213,28.082829,Melbourne,Transect,No Structure,,Residential,2,Private,Vegetation,"101, 133",2,Vegetation,133,2,Sand,0,1,Water,,0,5,15.0,No,,POINT (-80.603213 28.082829)
4278,-80.611303,28.097463,Melbourne,Transect,Bulkhead,Concrete,Commercial,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.611303 28.097463)
4279,-80.610958,28.0976,Melbourne,Transect,Bulkhead,Concrete,Commercial,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.610958 28.0976)
4280,-80.610839,28.097897,Melbourne,Transect,Bulkhead,Concrete,Commercial,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.610839 28.097897)
4281,-80.611011,28.098224,Melbourne,Transect,Bulkhead,Concrete,Commercial,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.611011 28.098224)
4282,-80.611172,28.098539,Melbourne,Transect,Bulkhead,Concrete,Commercial,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.611172 28.098539)
4283,-80.611297,28.098843,Melbourne,Transect,Bulkhead,Concrete,Commercial,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.611297 28.098843)
4284,-80.611451,28.099146,Melbourne,Transect,Bulkhead,Concrete,Commercial,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.611451 28.099146)
4285,-80.611576,28.099402,Melbourne,Transect,Bulkhead,Concrete,Commercial,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.611576 28.099402)
4286,-80.611707,28.099729,Melbourne,Transect,Bulkhead,Concrete,Commercial,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.611707 28.099729)
4287,-80.612189,28.099955,Melbourne,Transect,Bulkhead,Concrete,Commercial,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,Yes,,POINT (-80.612189 28.099955)
