Name,X,Y,City,Point_Type,Edge_Type,Hard_Mater,Adj_LU,Erosion,Owner,Adj_H1,V_Type1,Hab_W1,Adj_H2,V_Type2,Hab_W2,Adj_H3,V_Type3,Hab_W3,Adj_H4,V_Type4,Hab_W4,IT_Width,Rest_Opp,Slope,Comments,3_m_depth,5_m_depth,0yster_Pre,Seagrass_P,geometry
BI18,-80.74776,28.7343,Merritt Island,TS,"BH, HS, NS","CON, RB",P,2,PUB,V,"542, 107, 123",2,"R, BH",,3,W,0,0.0,,,,3.0,N,0.09,broken wall,15.0,17,N,Y,POINT (-80.74776 28.7343)
BI19,-80.74796,28.735,Merritt Island,OF,NS,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"medium canal 20 m, water flow, surrounded by vegetation",0.0,0,,,POINT (-80.74796 28.735)
BI20,-80.74818,28.73488,Merritt Island,TS,NS,,P,1,PUB,V,"101, 504, 547",1,S,,3,W,0,0.0,,,,3.0,Y,0.233,,12.0,15,N,Y,POINT (-80.74818 28.73488)
BI21,-80.74863,28.7357,Merritt Island,OF,NS,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"small canal 10 m, water flow, surrounded by vegetation",0.0,0,N,Y,POINT (-80.74863 28.7357)
BI22,-80.74917,28.7365,Merritt Island,OF,NS,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"small canal 10 m, water flow, surrounded by vegetation",0.0,0,N,Y,POINT (-80.74917 28.7365)
BI23,-80.74978,28.73716,Merritt Island,OF,NS,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"small canal 10 m, water flow, surrounded by vegetation",0.0,0,,,POINT (-80.74978 28.73716)
BI24,-80.75032,28.73863,Merritt Island,TR,NS,,P,1,PUB,V,"527, 547",3,S,,2,W,0,0.0,,,,2.0,N,0.183,,11.0,18,N,Y,POINT (-80.75032 28.73863)
BI25,-80.75033,28.73895,Merritt Island,OF,NS,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"large canal opening, 30 m, no water flow, surrounded by vegetation, cove  like inside with mangroves",0.0,0,N,Y,POINT (-80.75033 28.73895)
BJ1,-80.77149,28.76997,Merritt Island,TR,NS,,P,1,PUB,"V, S","107, 101",3,"S, W",,4,,0,0.0,,,,4.0,Y,0.151,"spoil, mudflat infront",14.0,4,N,Y,POINT (-80.77149 28.76997)
BJ2,-80.77356,28.77309,Merritt Island,TR,NS,,P,2,PUB,V,"107, 101",1,"S, Shell",,4,W,0,0.0,,,,4.0,Y,0.124,spoil island,12.0,13,N,Y,POINT (-80.77356 28.77309)
BJ3,-80.7757,28.77622,Merritt Island,TR,NS,,P,1,PUB,V,107,1,"S, Shell",,6,W,0,0.0,,,,6.0,Y,0.163,spoil island,14.0,18,N,Y,POINT (-80.7757 28.77622)
BJ4,-80.77808,28.78015,Merritt Island,TR,NS,,P,2,PUB,V,"123, 505, 111",1,"V, S","111, 231, 107",2,"S, Shell",0,13.0,W,,,16.0,Y,0.062,spoil island,11.0,12,N,Y,POINT (-80.77808 28.78015)
BJ5,-80.78013,28.78318,Merritt Island,TR,NS,,P,1,PUB,"V, S","515, 99",1,"S, Shell",,8,W,0,0.0,,,,8.0,Y,0.271,spoil island,31.0,31,N,Y,POINT (-80.78013 28.78318)
BJ6,-80.78207,28.78636,Merritt Island,TS,"HS, NS","RB, CQ",P,1,PUB,"V, S","504, 515",2,"S, Shell, v","107, 111",5,"R, S",0,5.0,W,,,10.0,N,0.141,spoil island,18.0,23,N,Y,POINT (-80.78207 28.78636)
BJ7,-80.78234,28.78688,Merritt Island,TS,NS,,P,1,PUB,"V, S","515, 531",2,"S, Shell",,5,W,0,0.0,,,,5.0,Y,0.171,spoil island,30.0,38,N,Y,POINT (-80.78234 28.78688)
BJ8,-80.78398,28.79086,Merritt Island,TR,NS,,P,2,PUB,V,"123, 101, 111",1,"S, Shell",,6,W,0,0.0,,,,6.5,Y,0.108,mudflat  in front,15.0,18,N,Y,POINT (-80.78398 28.79086)
BJ9,-80.78655,28.79419,Merritt Island,TS,"HS, NS","RB, CQ",P,3,PUB,V,"505, 531, 123",1,S,,1,"R, S",0,5.0,W,,,7.0,N,0.1,spoil island,11.0,13,N,Y,POINT (-80.78655 28.79419)
BJ10,-80.78708,28.79453,Merritt Island,TS,NS,,P,2,PUB,V,133,1,"V, Shell, S","133, 108",5,"S, Shell",0,2.5,W,,,2.5,Y,0.166,spoil island,38.0,44,N,Y,POINT (-80.78708 28.79453)
BK1,-80.7897,28.79757,Oak Hill,TR,NS,,P,3,PUB,V,"111, 531, 107",2,"Shell, S",,4,W,0,0.0,,,,6.0,Y,0.086,"mud flat in front, spoil island",18.0,17,N,Y,POINT (-80.7897 28.79757)
BK2,-80.78957,28.79801,Oak Hill,TS,"HS, NS","RB, CQ",P,2,PUB,V,"133, 505, 531",2,"S, Shell",,3,"R, s, Shell",0,4.0,W,,,9.0,N,0.076,spoil island,22.0,22,N,Y,POINT (-80.78957 28.79801)
BK3,-80.78992,28.79865,Oak Hill,TS,NS,,P,2,PUB,"V, Shell","111, 531, 231",2,Shell,,1,"S, Shell",0,5.0,W,,,8.0,Y,0.098,"dips into marsh behind, spoil island",10.0,11,N,Y,POINT (-80.78992 28.79865)
BK4,-80.79122,28.80096,Oak Hill,TR,NS,,P,1,PUB,"V, Shell","101, 107, 108, 527",3,"S, Shell",,6,W,0,0.0,,,,9.0,Y,0.139,spoil island,9.0,11,N,Y,POINT (-80.79122 28.80096)
BK5,-80.79436,28.80308,Oak Hill,TR,NS,,P,2,PUB,V,"123, 111, 531",3,S,,4,W,0,0.0,,,,7.0,Y,0.11,spoil island,9.0,12,N,Y,POINT (-80.79436 28.80308)
BK6,-80.79326,28.80457,Oak Hill,TS,"HS, NS","RB, CQ",P,1,PUB,"V, Shell","536, 101, 133, 99",2,Shell,,1,"R, Shell, S",0,6.0,W,,,7.0,N,0.138,spoil island,17.0,22,N,Y,POINT (-80.79326 28.80457)
BK7,-80.79321,28.8049,Oak Hill,TS,NS,,P,1,PUB,V,"107, 527, 101",2,"Shell, S",,6,W,0,0.0,,,,6.0,N,0.191,spoil island,20.0,26,N,Y,POINT (-80.79321 28.8049)
BK8,-80.79415,28.80709,Oak Hill,TS,"HS, NS","RB, CQ",P,1,PUB,"V, Shell","536, 107, 504, 101",2,S,,2,"R, s, Shell",0,6.0,W,,,8.0,N,0.14,spoil island,2.0,3,N,Y,POINT (-80.79415 28.80709)
BK9,-80.79434,28.80759,Oak Hill,TS,NS,,P,2,PUB,V,"133, 505, 111",4,"S, Shell",,8,W,0,0.0,,,,12.0,Y,0.058,spoil island,7.0,13,N,Y,POINT (-80.79434 28.80759)
BK10,-80.79642,28.81009,Oak Hill,TR,NS,,P,3,PUB,V,"123, 111, 505",2,"V, Shell","111, 107",4,"S, Shell",0,6.0,W,,,12.0,Y,0.08,spoil island,14.0,15,N,Y,POINT (-80.79642 28.81009)
BK11,-80.79774,28.81221,Oak Hill,TS,"HS, NS","RB, CQ",P,2,PUB,V,"536, 107, 101",3,"S, R",,10,W,0,0.0,,,,10.0,N,0.067,spoil island,27.0,32,N,Y,POINT (-80.79774 28.81221)
BK12,-80.79813,28.81266,Oak Hill,TS,NS,,P,2,PUB,V,"111, 515, 536, 107",5,"S, Shell",,31,W,0,0.0,,,,36.0,Y,0.05,spoil island,31.0,35,N,Y,POINT (-80.79813 28.81266)
BK13,-80.80011,28.81569,Oak Hill,TS,"HS, NS","RB, CQ",P,1,PUB,V,"101, 107",1,S,,1,"R, S",0,4.0,"S, W",,8,13.0,N,0.077,spoil island,13.0,19,N,Y,POINT (-80.80011 28.81569)
BK14,-80.80071,28.81616,Oak Hill,TS,NS,,P,2,PUB,V,"133, 527",2,"V, S","107, 101",3,"S, Shell",0,10.0,W,,,10.0,Y,0.087,spoil island,17.0,18,N,Y,POINT (-80.80071 28.81616)
BK15,-80.8028,28.81874,Oak Hill,TR,NS,,P,2,PUB,V,"107, 111, 123",2,"S, Shell",,6,W,0,0.0,,,,8.0,N,0.095,spoil island,8.0,15,N,Y,POINT (-80.8028 28.81874)
BL1,-80.77559,28.81813,Canaveral National Seashore,TR,MI,,P,3,PUB,V,"537, 536",2,"V, Shell","107, 111, 531",2,Shell,0,3.0,W,,,5.5,Y,0.088,potential midden,28.0,36,N,Y,POINT (-80.77559 28.81813)
BL2,-80.77467,28.82117,Canaveral National Seashore,TR,MI,,P,2,PUB,V,"123, 108, 231, 510",3,"V, S","111, 231, 510",6,Mud,0,3.0,W,,,12.0,N,0.064,water on back side,17.0,18,N,Y,POINT (-80.77467 28.82117)
BL3,-80.77554,28.82445,Canaveral National Seashore,TR,MI,,P,3,PUB,V,"505, 111, 107",2,V,"111, 107",7,Mud,0,4.0,W,,,13.0,N,0.094,,17.0,21,N,Y,POINT (-80.77554 28.82445)
BL4,-80.77422,28.82649,Canaveral National Seashore,OF,HS,O-Metal,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"circular metal, diameter 2 ft. Wf, surrounded by vegetation and rb",0.0,0,,,POINT (-80.77422 28.82649)
BL5,-80.77346,28.82724,Canaveral National Seashore,TR,MI,,P,3,PUB,V,"231, 510, 123",2,V,"111, 231",8,Mud,0,4.0,W,,,14.0,N,0.042,,20.0,21,N,Y,POINT (-80.77346 28.82724)
BL6,-80.77222,28.8303,Canaveral National Seashore,TR,MI,,P,3,PUB,V,"133, 123, 111",3,V,"111, 231, 510",6,Mud,0,6.0,W,,,15.0,N,0.056,,17.0,17,N,Y,POINT (-80.77222 28.8303)
BL7,-80.77036,28.83129,Canaveral National Seashore,OF,HS,O-Metal,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"circular metal, diameter 2 ft. Wf, surrounded by vegetation and rb",0.0,0,,,POINT (-80.77036 28.83129)
BL8,-80.76965,28.8325,Canaveral National Seashore,TR,MI,,P,2,PUB,V,"231, 510, 108, 111",4,V,"111, 231, 108",8,Mud,0,3.0,W,,,15.0,N,0.098,,18.0,24,N,Y,POINT (-80.76965 28.8325)
BL9,-80.76748,28.83443,Canaveral National Seashore,TR,MI,,P,3,PUB,V,"111, 231, 510",12,Mud,,3,W,0,0.0,,,,15.0,N,0.113,,22.0,23,N,Y,POINT (-80.76748 28.83443)
BL10,-80.76571,28.8373,Canaveral National Seashore,OF,HS,O-Metal,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"circular metal, diameter 2 ft. Wf, surrounded by vegetation and rb",0.0,0,,,POINT (-80.76571 28.8373)
BL11,-80.76566,28.83747,Canaveral National Seashore,TR,MI,,P,3,PUB,V,"123, 233, 107",5,V,"111, 231",6,Mud,0,1.0,W,,,7.0,N,0.082,,11.0,12,N,Y,POINT (-80.76566 28.83747)
BL12,-80.77154,28.83864,Canaveral National Seashore,TR,MI,,P,3,PUB,V,"231, 510, 111",3,V,"111, 231",6,Mud,0,2.5,W,,,11.0,N,0.097,,21.0,22,N,Y,POINT (-80.77154 28.83864)
BM1,-80.8368,28.87092,Oak Hill,TR,HS,"RB, CON",P,3,PUB,V,"527, 123, 107",2,"V, R",111,3,O-Shell Bag,0,2.0,W,,,5.0,N,0.113,,30.0,35,Y,Y,POINT (-80.8368 28.87092)
BM2,-80.83672,28.87062,Oak Hill,TR,HS,"RB, CON",P,3,PUB,V,"504, 111, 527",2,"V, R","504, 111",2,"S, R",0,2.0,W,,,6.0,N,0.107,,41.0,48,Y,Y,POINT (-80.83672 28.87062)
BM3,-80.83683,28.87036,Oak Hill,TR,HS,"RB, CON, O-Shell Bag",P,3,PUB,V,"527, 123",1,"V, R","107, 111, 123",2,"O-Shell bag, R",0,3.0,W,,,5.0,N,0.117,,30.0,40,Y,Y,POINT (-80.83683 28.87036)
BM4,-80.83694,28.8702,Oak Hill,TS,"NS, HS",O-Shell Bag,P,3,PUB,V,"527, 504, 123",2,"V, S","210, 527, 504",2,"O-Shell bag, S",0,2.0,W,,,4.5,N,0.078,,18.0,30,Y,Y,POINT (-80.83694 28.8702)
BM5,-80.83701,28.86991,Oak Hill,TR,"NS, HS",O-Shell Bag,P,3,PUB,V,"527, 123",2,V,"111, 210",2,"V, O-Shell bag",210,1.5,"O-Shell bag, W",,1,4.0,N,0.106,,18.0,30,Y,Y,POINT (-80.83701 28.86991)
BM6,-80.83695,28.86964,Oak Hill,TR,"NS, HS",O-Shell Bag,P,3,PUB,V,"527, 107, 111, 504",2,V,"210, 112",1,"O-Shell bag, V",210,2.0,W,,,4.5,N,0.116,,33.0,45,Y,Y,POINT (-80.83695 28.86964)
BM7,-80.83692,28.86935,Oak Hill,TR,"NS, HS",O-Shell Bag,P,3,PUB,V,"107, 123",0,V,"111, 210",2,O-Shell bag,0,1.5,W,,,3.5,N,0.075,,21.0,30,Y,Y,POINT (-80.83692 28.86935)
BM8,-80.83694,28.86921,Oak Hill,TS,NS,,P,3,PUB,V,"111, 527, 107, 111",2,S,,8,W,0,0.0,,,,10.5,Y,0.036,,17.0,27,N,Y,POINT (-80.83694 28.86921)
BM9,-80.83649,28.86846,Oak Hill,TR,NS,,P,3,PUB,V,"505, 231, 123",1,V,"111, 123, 231, 107",3,V,0,4.0,"S, W",,1,9.0,N,0.08,,15.0,22,Y,Y,POINT (-80.83649 28.86846)
BM10,-80.836,28.86766,Oak Hill,TR,NS,,P,3,PUB,V,"111, 123, 107",3,V,"111, 523, 123, 107",2,S,0,2.5,W,,,8.0,N,0.069,,15.0,22,N,Y,POINT (-80.836 28.86766)
BM11,-80.83548,28.86677,Oak Hill,TR,NS,,P,3,PUB,V,"111, 523",5,V,"111, 123, 107",2,S,0,3.0,W,,,10.0,N,0.08,,16.0,23,N,Y,POINT (-80.83548 28.86677)
BM12,-80.83522,28.8665,Oak Hill,OF,"HS, NS",RR,R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,N,0.0,"10 m canal leading to outfall, surrounded by RR and vegetation, water flow",0.0,0,,,POINT (-80.83522 28.8665)
BM13,-80.83514,28.8664,Oak Hill,TS,HS,"RR, CQ",R,3,PRI,V,99,1,R,,3,W,0,0.0,,,,3.0,N,0.15,,42.0,52,Y,Y,POINT (-80.83514 28.8664)
BM14,-80.83483,28.86615,Oak Hill,OF,NS,,R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,N,0.0,"10 m canal leading to outfall, surrounded by vegetation, water flow",0.0,0,,,POINT (-80.83483 28.86615)
BM15,-80.83457,28.86614,Oak Hill,TR,HS,RB,R,3,PRI,V,"99, 107, 504",1,R,,3,W,0,0.0,,,,3.0,N,0.15,,42.0,47,Y,Y,POINT (-80.83457 28.86614)
BM16,-80.83385,28.86578,Oak Hill,TR,HS,RB,R,2,PRI,V,"99, 107, 111, 112",2,"R, S",,1,W,0,0.0,,,,3.0,N,0.2,,35.0,49,Y,Y,POINT (-80.83385 28.86578)
BM17,-80.83338,28.86593,Oak Hill,TS,NS,,R,1,PRI,V,"99, 123",1,V,"112, 210",3,S,0,1.0,W,,,4.0,N,0.15,,53.0,71,Y,Y,POINT (-80.83338 28.86593)
BM18,-80.83331,28.86664,Oak Hill,TS,HS,RB,R,1,PRI,V,99,0,R,,2,W,0,0.0,,,,2.0,N,0.01,,41.0,46,Y,Y,POINT (-80.83331 28.86664)
BM19,-80.83236,28.86706,Oak Hill,TR,HS,RB,R,3,PRI,V,99,1,R,,3,W,0,0.0,,,,3.0,N,0.2,,63.0,79,Y,N,POINT (-80.83236 28.86706)
C1,-80.76018,28.73327,Merritt Island,TR,NS,,P,2,PUB,V,"133, 111",4,S,,2,W,0,0.0,,,,6.0,Y,0.074,,18.0,27,Y,N,POINT (-80.76018 28.73327)
C2,-80.75922,28.73441,Merritt Island,TR,NS,,P,3,PUB,V,111,3,S,,3,W,0,0.0,,,,6.0,Y,0.102,hogs causing erosion,18.0,25,Y,N,POINT (-80.75922 28.73441)
C3,-80.75883,28.7349,Merritt Island,TR,NS,,P,3,PUB,S,,7,W,,0,,0,0.0,,,,7.0,Y,0.049,,26.0,34,Y,N,POINT (-80.75883 28.7349)
C4,-80.75843,28.73516,Merritt Island,TR,NS,,P,2,PUB,S,,14,W,,0,,0,0.0,,,,13.5,Y,0.031,,36.0,36,Y,N,POINT (-80.75843 28.73516)
C5,-80.75873,28.73492,Merritt Island,TR,NS,,P,3,PUB,S,,5,V,"111, 231",4,Mud,0,2.0,W,,,11.0,Y,0.024,,24.0,34,N,N,POINT (-80.75873 28.73492)
C6,-80.75879,28.73478,Merritt Island,TR,NS,,P,3,PUB,V,111,8,W,,0,,0,0.0,,,,8.0,Y,0.068,different bottom community,23.0,23,N,N,POINT (-80.75879 28.73478)
C7,-80.7578,28.73475,Merritt Island,TR,NS,,P,3,PUB,V,"101, 512, 133",4,V,"111, 505",11,S,0,3.0,W,,,14.0,Y,0.028,,14.0,21,Y,N,POINT (-80.7578 28.73475)
C8,-80.75767,28.73553,Merritt Island,TR,NS,,P,3,PUB,V,99,2,V,111,6,Mud,0,6.0,W,,,12.0,Y,0.045,,17.0,22,Y,N,POINT (-80.75767 28.73553)
C9,-80.75805,28.73615,Merritt Island,TR,NS,,P,3,PUB,V,"101, 123",1,V,123,2,S,0,3.5,W,,,5.0,Y,0.058,Calerpa,13.0,19,Y,N,POINT (-80.75805 28.73615)
C10,-80.75879,28.7371,Merritt Island,TR,NS,,P,2,PUB,V,"101, 529",3,S,,1,V,0,6.0,W,,,7.0,Y,0.06,,12.0,15,Y,N,POINT (-80.75879 28.7371)
C11,-80.75964,28.73745,Merritt Island,TR,NS,,P,2,PUB,S,,2,V,"101, 512, 133",2,V,0,3.5,W,,,3.5,Y,0.143,midden,16.0,20,Y,N,POINT (-80.75964 28.73745)
C12,-80.76131,28.73816,Merritt Island,TR,NS,,P,2,PUB,S,,1,V,"101, 133",4,V,0,5.0,W,,,5.0,Y,0.084,,7.0,12,Y,N,POINT (-80.76131 28.73816)
C13,-80.76257,28.73836,Merritt Island,TR,MI,,P,1,PUB,S,,3,V,"111, 505",2,S,0,1.0,W,,,3.0,Y,0.154,,1.0,22,Y,N,POINT (-80.76257 28.73836)
C14,-80.76398,28.74041,Merritt Island,OF,MI,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"metal circle, diameter 1 m, water flow",0.0,0,,,POINT (-80.76398 28.74041)
C15,-80.76469,28.74103,Merritt Island,OF,MI,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,opening to interior marsh,0.0,0,,,POINT (-80.76469 28.74103)
C16,-80.76479,28.741,Merritt Island,TR,MI,,P,2,PUB,V,231,0,V,111,2,W,0,0.0,,,,3.0,Y,0.177,,13.0,15,Y,N,POINT (-80.76479 28.741)
C17,-80.76537,28.7414,Merritt Island,OF,MI,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,2nd opening to interior,0.0,0,,,POINT (-80.76537 28.7414)
C18,-80.76524,28.7416,Merritt Island,TS,"MI, HS","RB, O-Limestone",P,1,PUB,"S, V",111,3,W,,0,,0,0.0,,,,3.0,Y,0.233,,18.0,24,Y,N,POINT (-80.76524 28.7416)
C19,-80.76476,28.74156,Merritt Island,TS,MI,,P,2,PUB,V,"99, 529, 231",1,V,111,23,W,0,0.0,,,,23.0,Y,0.16,,23.0,27,Y,N,POINT (-80.76476 28.74156)
C20,-80.76428,28.74154,Merritt Island,OF,MI,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"metal, circle diameter 1 m water flow",0.0,0,Y,N,POINT (-80.76428 28.74154)
C21,-80.76418,28.74148,Merritt Island,TR,MI,,P,1,PUB,S,,2,V,111,2,W,0,0.0,,,,4.0,Y,0.278,,20.0,28,Y,N,POINT (-80.76418 28.74148)
C22,-80.76405,28.74262,Merritt Island,OF,MI,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"metal, circle diameter 1 m water flow",0.0,0,,,POINT (-80.76405 28.74262)
C23,-80.76466,28.74441,Merritt Island,TR,MI,,P,1,PUB,V,"133, 101",1,V,133,3,S,0,3.0,W,,,6.0,Y,0.169,,16.0,20,Y,N,POINT (-80.76466 28.74441)
C24,-80.76468,28.74451,Merritt Island,TR,NS,,P,3,PUB,V,"133, 515, 111",7,S,,4,W,0,0.0,,,,11.0,Y,0.093,,13.0,18,Y,N,POINT (-80.76468 28.74451)
C25,-80.76537,28.74523,Merritt Island,TR,NS,,P,1,PUB,V,515,3,S,,2,W,0,0.0,,,,2.0,Y,0.178,,14.0,18,Y,N,POINT (-80.76537 28.74523)
C26,-80.76553,28.74528,Merritt Island,TR,NS,,P,1,PUB,V,515,2,V,"111, 133",5,W,0,0.0,,,,5.0,Y,0.115,Scrap 0.5 m,13.0,20,Y,N,POINT (-80.76553 28.74528)
C27,-80.7663,28.74553,Merritt Island,TR,MI,,P,3,PUB,S,,1,V,111,4,S,0,3.0,W,,,7.0,Y,0.213,,16.0,21,Y,N,POINT (-80.7663 28.74553)
C28,-80.76756,28.74537,Merritt Island,OF,MI,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"2 metal of, water flow, 1 m, circle",0.0,0,,,POINT (-80.76756 28.74537)
C29,-80.768,28.74511,Merritt Island,TR,MI,,P,1,PUB,"V, S",123,3,V,111,2,S,0,2.0,W,,,4.0,Y,0.087,,17.0,22,Y,N,POINT (-80.768 28.74511)
C30,-80.76892,28.74356,Merritt Island,TR,MI,,P,1,PUB,V,"111, 133",2,S,,1,W,0,0.0,,,,3.0,Y,0.207,,22.0,42,Y,N,POINT (-80.76892 28.74356)
C31,-80.7687,28.74248,Merritt Island,TR,MI,,P,1,PUB,V,"99, 515, 111",3,S,,2,W,0,0.0,,,,4.5,Y,0.281,,35.0,42,Y,N,POINT (-80.7687 28.74248)
C32,-80.76766,28.74212,Merritt Island,OF,MI,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,metal circle 1 m water flow,0.0,0,,,POINT (-80.76766 28.74212)
C33,-80.76775,28.74167,Merritt Island,TR,MI,,P,1,PUB,V,"111, 123",5,S,,1,W,0,0.0,,,,6.0,Y,0.33,,13.0,22,Y,N,POINT (-80.76775 28.74167)
D1,-80.82984,28.9352,Canaveral National Seashore,TR,NS,,P,3,PUB,V,"123, 108",4,V,"111, 112",2,"S, O-Shell bag",0,4.0,W,,,6.0,N,0.128,"restored, shell bags",17.0,35,Y,N,POINT (-80.82984 28.9352)
D2,-80.8299,28.93537,Canaveral National Seashore,TR,NS,,P,3,PUB,V,"123, 101, 99",4,"S, V","111, 510, 112, 210",4,"S, O-Shell bag",0,2.0,W,,,5.5,N,0.103,"restored, shell bags",25.0,40,Y,N,POINT (-80.8299 28.93537)
D3,-80.82994,28.93548,Canaveral National Seashore,TR,NS,,P,3,PUB,V,"535, 518",4,"S, V",518,4,W,0,0.0,,,,3.5,Y,0.158,,27.0,31,N,N,POINT (-80.82994 28.93548)
D4,-80.83038,28.93616,Canaveral National Seashore,TR,NS,,P,3,PUB,V,"515, 501, 543",2,"V, S","111, 108",3,S,0,2.0,W,,,5.0,Y,0.229,,15.0,29,N,Y,POINT (-80.83038 28.93616)
D5,-80.83073,28.93676,Canaveral National Seashore,TR,NS,,P,3,PUB,V,"543, 506, 515",2,S,,4,W,0,0.0,,,,4.0,Y,0.273,,25.0,33,Y,N,POINT (-80.83073 28.93676)
D6,-80.83123,28.93759,Canaveral National Seashore,TR,NS,,P,3,PUB,V,"515, 506",3,V,210,2,S,0,1.0,W,,,3.0,N,0.244,some stone,31.0,41,N,N,POINT (-80.83123 28.93759)
D7,-80.83123,28.93764,Canaveral National Seashore,TR,NS,,P,2,PUB,V,"510, 111",2,V,111,2,S,0,3.0,W,,,7.0,N,0.145,,28.0,41,N,N,POINT (-80.83123 28.93764)
D8,-80.83174,28.93831,Canaveral National Seashore,TR,NS,,P,2,PUB,V,"515, 506, 108, 233",3,S,,5,W,0,0.0,,,,5.0,N,0.093,,27.0,41,N,N,POINT (-80.83174 28.93831)
D9,-80.83205,28.93876,Canaveral National Seashore,TR,NS,,P,3,PUB,V,"101, 133",2,V,"112, 111,",3,S,0,1.0,W,,,4.0,N,0.122,,42.0,51,Y,N,POINT (-80.83205 28.93876)
D10,-80.8325,28.93952,Canaveral National Seashore,TS,HS,CON,O-Road,2,PUB,V,"133, 101",4,"R, V","111, 133",3,W,0,0.0,,,,3.0,N,0.207,,43.0,56,Y,N,POINT (-80.8325 28.93952)
D11,-80.83266,28.93973,Canaveral National Seashore,TR,HS,CON,O-Road,1,PUB,S,,3,"V, R","123, 99",2,S,0,6.0,W,,,6.0,Y,0.269,"Scarp 0.9, 0.65",39.0,55,N,N,POINT (-80.83266 28.93973)
D12,-80.83277,28.9397,Canaveral National Seashore,OF,HS,"CON, CQ",O-Road,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"0.5 m, circle, no water flow",0.0,0,,,POINT (-80.83277 28.9397)
D13,-80.83277,28.93989,Canaveral National Seashore,TS,NS,,O-Road,1,PUB,V,99,0,S,,2,V,0,3.0,W,,,5.0,Y,0.266,"Scarp 0.7, 0.3",36.0,51,Y,N,POINT (-80.83277 28.93989)
D14,-80.8327,28.94022,Canaveral National Seashore,TR,NS,,O-Road,1,PUB,R,,1,V,99,4,S,0,4.0,W,,,4.0,Y,0.222,"Scrap 0.85, 0.13",35.0,40,Y,N,POINT (-80.8327 28.94022)
D15,-80.838391,28.940753,Canaveral National Seashore,TR,NS,,O-Road,1,PUB,V,"101, 99",3,S,,3,W,0,0.0,,,,3.0,Y,0.32,,27.0,38,N,N,POINT (-80.838391 28.940753)
D16,-80.8331,28.94039,Canaveral National Seashore,TR,NS,,O-Road,3,PUB,V,101,5,V,111,2,S,0,2.0,W,,,4.0,N,0.184,,33.0,47,Y,N,POINT (-80.8331 28.94039)
D17,-80.83665,28.93879,Canaveral National Seashore,TR,NS,,MI,2,PUB,MF,,1,V,111,3,V,0,7.0,W,,,10.0,N,0.143,,31.0,35,N,Y,POINT (-80.83665 28.93879)
D18,-80.83575,28.93811,Canaveral National Seashore,TR,NS,,MI,3,PUB,V,"231, 111, 510",7,V,210,2,W,0,0.0,,,,9.0,N,0.084,,24.0,29,N,Y,POINT (-80.83575 28.93811)
D19,-80.83479,28.9372,Canaveral National Seashore,TR,NS,,MI,2,PUB,V,"111, 112, 231, 510",9,"S, V",111,2,W,0,0.0,,,,11.0,N,0.075,,33.0,36,N,Y,POINT (-80.83479 28.9372)
D20,-80.8338,28.93568,Canaveral National Seashore,TR,NS,,MI,3,PUB,V,"231, 510, 111, 112",7,S,,1,W,0,0.0,,,,8.0,N,0.1,,27.0,29,N,Y,POINT (-80.8338 28.93568)
E1,-80.82106,28.90679,Canaveral National Seashore,TR,NS,,P,2,PUB,V,"111, 231, 510",4,"S, O-Shell bag",,2,W,0,0.0,,,,6.0,N,0.128,shell bag restoration,26.0,41,Y,N,POINT (-80.82106 28.90679)
E2,-80.82102,28.90627,Canaveral National Seashore,TR,NS,,P,3,PUB,V,"231, 510, 111",6,V,"231, 510, 111, 210",2,V,210,2.0,W,,,10.0,N,0.078,,21.0,29,N,Y,POINT (-80.82102 28.90627)
E3,-80.821,28.90623,Canaveral National Seashore,TR,NS,,P,3,PUB,V,"231, 510",4,V,"111, 231, 510",3,V,0,1.5,V,210,3.5,8.0,N,0.06,,22.0,27,N,Y,POINT (-80.821 28.90623)
E4,-80.82013,28.90477,Canaveral National Seashore,TR,NS,,P,3,PUB,V,"231, 111, 510",8,V,111,2,W,0,0.0,,,,10.0,Y,0.137,,18.0,24,Y,Y,POINT (-80.82013 28.90477)
