"feature_x","feature_y","nearest_x","nearest_y","distance","distance_2","n","X","Y","bnk_height","Beach","WideBeach","Exposure","bathymetry","roads","PermStruc","PublicRamp","RiparianLU","canal","SandSpit","Structure","offshorest","SAV","marsh_all","tribs","defended","rd_pstruc","lowBnkStrc","ShlType","Fetch_","selectThis","StrucList","Response","study","angle","SMMv5Def","forestshl","SL_Length","SL_Lgth_mi","City","Point_Type","Edge_Type","Hard_Mater","Adj_LU","Erosion","Owner","Adj_H1","V_Type1","Hab_W1","Adj_H2","V_Type2","Hab_W2","Adj_H3","V_Type3","Hab_W3","Adj_H4","V_Type4","Hab_W4","IT_Width","Rest_Opp","Slope","X3_m_depth","X5_m_depth","X0yster_Pre","Seagrass_P","Hardened_1","Erosion_2","WTLD_VEG_3","Slope_4","X10th","X20th","X30th","X40th","X50th","X60th","X70th","X80th","X90th","X99th","Length","MANGROVE","predicted","geometry"
522305.351061296,3182522.12727568,522305.351061296,3182522.12727568,183372,5.8208e-11,1,-80.76959,28.76669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"IRL",165.759875554545,NA,NA,NA,NA,"Merritt Island","TR","NS",NA,"P",1,"PUB","V",0,2,"S",0,4,"V",546,1,"W",NA,NA,7,"N",0.1,10,10,"N","Y",1,1,2,0,0.01595,0.034293,0.05168,0.069221,0.080942,0.099675,0.110578,0.133031,0.1612,0.241789,415.957841321,10,-1.7561260208718,c(522305.351061295, 3182522.12727568)
522337.98599987,3182417.75779921,522337.98599987,3182417.75779921,183483,0,1,-80.76959,28.76669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"IRL",163.522257261178,NA,NA,NA,NA,"Merritt Island","TR","NS",NA,"P",1,"PUB","V",0,2,"S",0,4,"V",546,1,"W",NA,NA,7,"N",0.1,10,10,"N","Y",1,1,2,0,0.01595,0.034293,0.05168,0.069221,0.080942,0.099675,0.110578,0.133031,0.1612,0.241789,415.957841321,10,-1.75566275080575,c(522337.98599987, 3182417.75779921)
522391.573062079,3182321.04046089,522391.573062079,3182321.04046089,183594,5.8208e-11,1,-80.76959,28.76669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"IRL",152.02563240724,NA,NA,NA,NA,"Merritt Island","TR","NS",NA,"P",1,"PUB","V",0,2,"S",0,4,"V",546,1,"W",NA,NA,7,"N",0.1,10,10,"N","Y",1,1,2,0,0.01595,0.034293,0.05168,0.069221,0.080942,0.099675,0.110578,0.133031,0.1612,0.241789,415.957841321,10,-1.75328252260897,c(522391.573062078, 3182321.04046089)
522445.221777153,3182226.30283047,522445.221777153,3182226.30283047,183705,5.8208e-11,1,-80.76959,28.76669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"IRL",141.726765901561,NA,NA,NA,NA,"Merritt Island","TR","NS",NA,"P",1,"PUB","V",0,2,"S",0,4,"V",546,1,"W",NA,NA,7,"N",0.1,10,10,"N","Y",1,1,2,0,0.01595,0.034293,0.05168,0.069221,0.080942,0.099675,0.110578,0.133031,0.1612,0.241789,415.957841321,10,-1.7511502748612,c(522445.221777152, 3182226.30283047)
522506.668302301,3182137.76298991,522506.668302301,3182137.76298991,183816,5.8208e-11,1,-80.76799,28.76457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IRL",152.317744948195,NA,NA,NA,NA,"Merritt Island","TR","NS",NA,"P",2,"PUB","V",0,2,"V, S",107,2,"V",546,3,"W",NA,NA,5,"N",0.265,20,20,"N","Y",1,1,2,1,0.016441,0.034746,0.052099,0.071099,0.082406,0.1035,0.113109,0.135378,0.168866,0.254272,289.444374009,10,-1.29552978800456,c(522506.6683023, 3182137.76298991)
522571.869214628,3182049.73997753,522571.869214628,3182049.73997753,183927,0,1,-80.76799,28.76457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IRL",137.570687206641,NA,NA,NA,NA,"Merritt Island","TR","NS",NA,"P",2,"PUB","V",0,2,"V, S",107,2,"V",546,3,"W",NA,NA,5,"N",0.265,20,20,"N","Y",1,1,2,1,0.016441,0.034746,0.052099,0.071099,0.082406,0.1035,0.113109,0.135378,0.168866,0.254272,289.444374009,10,-1.29247659951646,c(522571.869214628, 3182049.73997753)
522635.623306797,3181962.13012477,522635.623306797,3181962.13012477,184038,5.8208e-11,1,-80.76799,28.76457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IRL",153.162739322917,NA,NA,NA,NA,"Merritt Island","TR","NS",NA,"P",2,"PUB","V",0,2,"V, S",107,2,"V",546,3,"W",NA,NA,5,"N",0.265,20,20,"N","Y",1,1,2,1,0.016441,0.034746,0.052099,0.071099,0.082406,0.1035,0.113109,0.135378,0.168866,0.254272,289.444374009,10,-1.29570473321347,c(522635.623306797, 3181962.13012477)
522681.124453339,3181862.61527477,522681.124453339,3181862.61527477,184149,0,1,-80.76665,28.76254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"IRL",137.817484372316,NA,NA,NA,NA,"Merritt Island","TR","NS",NA,"P",3,"PUB","V",107,1,"S",0,4,"V",546,2,"W",NA,NA,6,"N",0.13,20,20,"N","Y",1,0,2,0,0.017593,0.034715,0.054119,0.072564,0.084405,0.10394,0.114086,0.134841,0.169217,0.250271,268.441519858,10,-1.93103382745883,c(522681.124453338, 3181862.61527477)
522740.424505886,3181775.06243677,522740.424505886,3181775.06243677,184260,5.8208e-11,1,-80.76665,28.76254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"IRL",160.863718662114,NA,NA,NA,NA,"Merritt Island","TR","NS",NA,"P",3,"PUB","V",107,1,"S",0,4,"V",546,2,"W",NA,NA,6,"N",0.13,20,20,"N","Y",1,0,2,0,0.017593,0.034715,0.054119,0.072564,0.084405,0.10394,0.114086,0.134841,0.169217,0.250271,268.441519858,10,-1.93580525362808,c(522740.424505886, 3181775.06243677)
522789.577131603,3181677.78177505,522789.577131603,3181677.78177505,184371,5.8208e-11,1,-80.76226,28.7604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",155.111447098681,NA,NA,NA,NA,"Merritt Island","TR","NS",NA,"P",2,"PUB","V",0,3,"S",0,1,"V",546,4.5,"W",NA,NA,8.5,"N",0.083,14,16,"N","Y",1,1,0,0,0.027859,0.038119,0.068971,0.074685,0.098703,0.105689,0.13107,0.145148,0.184048,0.261463,290.999144342,10,-3.33742893446191,c(522789.577131603, 3181677.78177505)
522846.549681295,3181584.92499439,522846.549681295,3181584.92499439,184482,0,1,-80.76226,28.7604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",160.191251457814,NA,NA,NA,NA,"Merritt Island","TR","NS",NA,"P",2,"PUB","V",0,3,"S",0,1,"V",546,4.5,"W",NA,NA,8.5,"N",0.083,14,16,"N","Y",1,1,0,0,0.027859,0.038119,0.068971,0.074685,0.098703,0.105689,0.13107,0.145148,0.184048,0.261463,290.999144342,10,-3.33848064256958,c(522846.549681295, 3181584.92499439)
522897.25534075,3181489.48243744,522897.25534075,3181489.48243744,184593,5.8208e-11,1,-80.76226,28.7604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",135.780429495782,NA,NA,NA,NA,"Merritt Island","TR","NS",NA,"P",2,"PUB","V",0,3,"S",0,1,"V",546,4.5,"W",NA,NA,8.5,"N",0.083,14,16,"N","Y",1,1,0,0,0.027859,0.038119,0.068971,0.074685,0.098703,0.105689,0.13107,0.145148,0.184048,0.261463,290.999144342,10,-3.33342669608713,c(522897.255340751, 3181489.48243744)
522400.402930838,3190698.61374387,522400.402930838,3190698.61374387,184704,5.8208e-11,1,-80.77064,28.8437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",57.6382096909224,NA,NA,NA,NA,"Canaveral National Seashore","TR","SM",NA,"P",3,"PRI","V",0,7,"V",0,3,"V",0,5,"S",NA,"3",18,"N",0.017,15,20,"N","Y",1,0,0,0,0.000545,0.001201,0.002101,0.003111,0.005351,0.008389,0.014782,0.025108,0.041424,0.078844,350.090275559,80,-0.470379443388845,c(522400.402930838, 3190698.61374387)
522497.29895872,3190738.25731979,522497.29895872,3190738.25731979,184815,5.8208e-11,1,-80.77064,28.8437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",114.036742163042,NA,NA,NA,NA,"Canaveral National Seashore","TR","SM",NA,"P",3,"PRI","V",0,7,"V",0,3,"V",0,5,"S",NA,"3",18,"N",0.017,15,20,"N","Y",1,0,0,0,0.000545,0.001201,0.002101,0.003111,0.005351,0.008389,0.014782,0.025108,0.041424,0.078844,350.090275559,80,-0.482056033601422,c(522497.298958721, 3190738.25731979)
522561.378763882,3190650.63907281,522561.378763882,3190650.63907281,184926,0,1,-80.77064,28.8437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",165.092160003782,NA,NA,NA,NA,"Canaveral National Seashore","TR","SM",NA,"P",3,"PRI","V",0,7,"V",0,3,"V",0,5,"S",NA,"3",18,"N",0.017,15,20,"N","Y",1,0,0,0,0.000545,0.001201,0.002101,0.003111,0.005351,0.008389,0.014782,0.025108,0.041424,0.078844,350.090275559,80,-0.492626400703667,c(522561.378763882, 3190650.63907281)
522622.331729999,3190559.2769128,522622.331729999,3190559.2769128,185037,5.8208e-11,1,-80.77064,28.8437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",158.2738989733,NA,NA,NA,NA,"Canaveral National Seashore","TR","SM",NA,"P",3,"PRI","V",0,7,"V",0,3,"V",0,5,"S",NA,"3",18,"N",0.017,15,20,"N","Y",1,0,0,0,0.000545,0.001201,0.002101,0.003111,0.005351,0.008389,0.014782,0.025108,0.041424,0.078844,350.090275559,80,-0.491214767518802,c(522622.331729999, 3190559.2769128)
522613.350853657,3190455.97382117,522613.350853657,3190455.97382117,185148,0,1,-80.76566,28.83747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",231.40293930368,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"MI",3,"PUB","V",0,5,"V",0,6,"Mud",0,1,"W",NA,NA,7,"N",0.082,11,12,"N","Y",1,0,0,0,0.000333,0.000679,0.00116,0.001944,0.002839,0.004757,0.008623,0.01609,0.034751,0.069413,207.902584664,80,-0.237756608290386,c(522613.350853657, 3190455.97382117)
522503.52858115,3164927.4991273,522503.52858115,3164927.4991273,185259,0,1,-80.76994076,28.61016132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IRL",198.4349488283,NA,NA,NA,NA,"Merritt Island","TR","HS","CQ","MI",2,"PUB","V",0,4,"R, V",111,4,"W",0,0,NA,NA,NA,4.5,"N",0.11,10,10,"N","Y",0,1,0,0,0.004548,0.014735,0.024089,0.036623,0.048326,0.057138,0.070908,0.084694,0.1039,0.144659,80.7544755933,40,0.381368176026106,c(522503.528581149, 3164927.4991273)
522481.59364134,3189389.61709151,522481.59364134,3189389.61709151,185370,5.8208e-11,1,-80.76965,28.8325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",338.074661162901,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"MI",2,"PUB","V",0,4,"V",0,8,"Mud",0,3,"W",NA,NA,15,"N",0.098,18,24,"N","Y",1,1,0,0,0.000302,0.000703,0.00146,0.002812,0.004961,0.006822,0.010401,0.01456,0.022916,0.044301,267.894413077,80,-0.401386535211823,c(522481.593641339, 3189389.61709151)
522495.192156121,3189495.37932412,522495.192156121,3189495.37932412,185481,1.16415e-10,1,-80.76965,28.8325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",33.7465645610306,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"MI",2,"PUB","V",0,4,"V",0,8,"Mud",0,3,"W",NA,NA,15,"N",0.098,18,24,"N","Y",1,1,0,0,0.000302,0.000703,0.00146,0.002812,0.004961,0.006822,0.010401,0.01456,0.022916,0.044301,267.894413077,80,-0.338379319980642,c(522495.19215612, 3189495.37932412)
522567.301545683,3189573.10349845,522567.301545683,3189573.10349845,185592,5.8208e-11,1,-80.76965,28.8325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",119.477386459298,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"MI",2,"PUB","V",0,4,"V",0,8,"Mud",0,3,"W",NA,NA,15,"N",0.098,18,24,"N","Y",1,1,0,0,0.000302,0.000703,0.00146,0.002812,0.004961,0.006822,0.010401,0.01456,0.022916,0.044301,267.894413077,80,-0.356128783167266,c(522567.301545683, 3189573.10349844)
522537.451023348,3164978.14021502,522537.451023348,3164978.14021502,185703,0,1,-80.76994076,28.61016132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IRL",210.256437149161,NA,NA,NA,NA,"Merritt Island","TR","HS","CQ","MI",2,"PUB","V",0,4,"R, V",111,4,"W",0,0,NA,NA,NA,4.5,"N",0.11,10,10,"N","Y",0,1,0,0,0.004548,0.014735,0.024089,0.036623,0.048326,0.057138,0.070908,0.084694,0.1039,0.144659,158.3055784,40,0.378920689029991,c(522537.451023349, 3164978.14021502)
522538.835182888,3190319.39367766,522538.835182888,3190319.39367766,185814,0,1,-80.76566,28.83747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",250.020408404379,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"MI",3,"PUB","V",0,5,"V",0,6,"Mud",0,1,"W",NA,NA,7,"N",0.082,11,12,"N","Y",1,0,0,0,0.000333,0.000679,0.00116,0.001944,0.002839,0.004757,0.008623,0.01609,0.034751,0.069413,602.639717777,80,-0.241611115632251,c(522538.835182887, 3190319.39367766)
522507.569059321,3190266.71768458,522507.569059322,3190266.71768458,185925,5.8208e-11,1,-80.76566,28.83747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",130.312644707117,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"MI",3,"PUB","V",0,5,"V",0,6,"Mud",0,1,"W",NA,NA,7,"N",0.082,11,12,"N","Y",1,0,0,0,0.000333,0.000679,0.00116,0.001944,0.002839,0.004757,0.008623,0.01609,0.034751,0.069413,602.639717777,80,-0.216827163981596,c(522507.569059322, 3190266.71768458)
522535.933162678,3190185.51009767,522535.933162678,3190185.51009767,186036,0,1,-80.76566,28.83747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",202.395552049676,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"MI",3,"PUB","V",0,5,"V",0,6,"Mud",0,1,"W",NA,NA,7,"N",0.082,11,12,"N","Y",1,0,0,0,0.000333,0.000679,0.00116,0.001944,0.002839,0.004757,0.008623,0.01609,0.034751,0.069413,602.639717777,80,-0.231751002129092,c(522535.933162678, 3190185.51009767)
522519.736365065,3190116.48410505,522519.736365065,3190116.48410505,186147,0,1,-80.76566,28.83747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",168.817492523589,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"MI",3,"PUB","V",0,5,"V",0,6,"Mud",0,1,"W",NA,NA,7,"N",0.082,11,12,"N","Y",1,0,0,0,0.000333,0.000679,0.00116,0.001944,0.002839,0.004757,0.008623,0.01609,0.034751,0.069413,602.639717777,80,-0.224799097105438,c(522519.736365065, 3190116.48410505)
522604.222716191,3190065.17296483,522604.222716192,3190065.17296483,186258,5.8208e-11,1,-80.76566,28.83747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",100.450207831514,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"MI",3,"PUB","V",0,5,"V",0,6,"Mud",0,1,"W",NA,NA,7,"N",0.082,11,12,"N","Y",1,0,0,0,0.000333,0.000679,0.00116,0.001944,0.002839,0.004757,0.008623,0.01609,0.034751,0.069413,602.639717777,80,-0.210644530801951,c(522604.22271619, 3190065.17296483)
522888.660734212,3173964.94933759,522888.660734212,3173964.94933759,186369,5.8208e-11,1,-80.76871022,28.69195704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",246.370622290393,NA,NA,NA,NA,"Merritt Island","TR","SM",NA,"P",2,"PUB","V",0,5,"V",0,3,"W",0,0,NA,NA,NA,8,"N",0.08,10,15,"N","Y",1,1,0,0,0.000575,0.001956,0.00918,0.022121,0.035186,0.046903,0.056116,0.068953,0.090308,0.134259,445.170191328,50,-0.91608973391377,c(522888.660734212, 3173964.94933759)
522794.948981154,3173934.31359147,522794.948981154,3173934.31359147,186480,5.8208e-11,1,-80.76871022,28.69195704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",287.102728969052,NA,NA,NA,NA,"Merritt Island","TR","SM",NA,"P",2,"PUB","V",0,5,"V",0,3,"W",0,0,NA,NA,NA,8,"N",0.08,10,15,"N","Y",1,1,0,0,0.000575,0.001956,0.00918,0.022121,0.035186,0.046903,0.056116,0.068953,0.090308,0.134259,445.170191328,50,-0.924522792316784,c(522794.948981154, 3173934.31359147)
522723.852298319,3173940.42609456,522723.852298319,3173940.42609456,186591,0,1,-80.76871022,28.69195704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",303.69006747082,NA,NA,NA,NA,"Merritt Island","TR","SM",NA,"P",2,"PUB","V",0,5,"V",0,3,"W",0,0,NA,NA,NA,8,"N",0.08,10,15,"N","Y",1,1,0,0,0.000575,0.001956,0.00918,0.022121,0.035186,0.046903,0.056116,0.068953,0.090308,0.134259,445.170191328,50,-0.92795698724904,c(522723.852298319, 3173940.42609456)
522631.315189873,3173940.85921394,522631.315189873,3173940.85921394,186702,0,1,-80.76871022,28.69195704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",203.498565676019,NA,NA,NA,NA,"Merritt Island","TR","SM",NA,"P",2,"PUB","V",0,5,"V",0,3,"W",0,0,NA,NA,NA,8,"N",0.08,10,15,"N","Y",1,1,0,0,0.000575,0.001956,0.00918,0.022121,0.035186,0.046903,0.056116,0.068953,0.090308,0.134259,445.170191328,50,-0.90721362642101,c(522631.315189873, 3173940.85921394)
522603.380633844,3190391.54004905,522603.380633844,3190391.54004905,186813,5.8208e-11,1,-80.76566,28.83747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",68.2101393161687,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"MI",3,"PUB","V",0,5,"V",0,6,"Mud",0,1,"W",NA,NA,7,"N",0.082,11,12,"N","Y",1,0,0,0,0.000333,0.000679,0.00116,0.001944,0.002839,0.004757,0.008623,0.01609,0.034751,0.069413,271.141923776,80,-0.203969639595072,c(522603.380633844, 3190391.54004905)
522634.233428989,3190392.71334014,522634.233428989,3190392.71334014,186924,5.8208e-11,1,-80.76566,28.83747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",342.624823821739,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"MI",3,"PUB","V",0,5,"V",0,6,"Mud",0,1,"W",NA,NA,7,"N",0.082,11,12,"N","Y",1,0,0,0,0.000333,0.000679,0.00116,0.001944,0.002839,0.004757,0.008623,0.01609,0.034751,0.069413,271.141923776,80,-0.260783667883292,c(522634.233428987, 3190392.71334014)
522622.157502344,3190314.86166323,522622.157502344,3190314.86166323,187035,0,1,-80.76566,28.83747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",260.337297093699,NA,NA,NA,NA,"Canaveral National Seashore","TR","NS",NA,"MI",3,"PUB","V",0,5,"V",0,6,"Mud",0,1,"W",NA,NA,7,"N",0.082,11,12,"N","Y",1,0,0,0,0.000333,0.000679,0.00116,0.001944,0.002839,0.004757,0.008623,0.01609,0.034751,0.069413,271.141923776,80,-0.243747094641164,c(522622.157502343, 3190314.86166323)
522675.506144001,3165041.6825535,522675.506144001,3165041.6825535,187146,0,1,-80.76994076,28.61016132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"IRL",268.492564243551,NA,NA,NA,NA,"Merritt Island","TR","HS","CQ","MI",2,"PUB","V",0,4,"R, V",111,4,"W",0,0,NA,NA,NA,4.5,"N",0.11,10,10,"N","Y",0,1,0,0,0.004548,0.014735,0.024089,0.036623,0.048326,0.057138,0.070908,0.084694,0.1039,0.144659,149.221113916,40,0.366863648503539,c(522675.506144002, 3165041.6825535)
524214.487366901,3186950.44509487,524214.487366901,3186950.44509487,187257,1.16415e-10,1,-80.75351064,28.8099905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",316.394188947505,NA,NA,NA,NA,"Canaveral National Seashore","TR","SM",NA,"P",3,"PUB","V",0,5,"W",0,0,NA,0,0,NA,NA,NA,5,"N",0.05,2,5,"N","Y",1,0,0,0,0.000382,0.000705,0.001165,0.002074,0.003545,0.005649,0.009484,0.016326,0.027879,0.053016,167.411011896,80,-0.0236221823932047,c(524214.487366901, 3186950.44509487)
524110.742121766,3186961.2487602,524110.742121766,3186961.2487602,187368,0,1,-80.75351064,28.8099905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",269.880921193216,NA,NA,NA,NA,"Canaveral National Seashore","TR","SM",NA,"P",3,"PUB","V",0,5,"W",0,0,NA,0,0,NA,NA,NA,5,"N",0.05,2,5,"N","Y",1,0,0,0,0.000382,0.000705,0.001165,0.002074,0.003545,0.005649,0.009484,0.016326,0.027879,0.053016,167.411011896,80,-0.0139922090019079,c(524110.742121767, 3186961.2487602)
524105.249990203,3187046.78587883,524105.249990203,3187046.78587883,187479,5.8208e-11,1,-80.75351064,28.8099905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",79.5034589290841,NA,NA,NA,NA,"Canaveral National Seashore","TR","SM",NA,"P",3,"PUB","V",0,5,"W",0,0,NA,0,0,NA,NA,NA,5,"N",0.05,2,5,"N","Y",1,0,0,0,0.000382,0.000705,0.001165,0.002074,0.003545,0.005649,0.009484,0.016326,0.027879,0.053016,8434.86066614,80,0.0254229941094056,c(524105.249990204, 3187046.78587883)
524187.281771104,3187117.68928567,524187.281771104,3187117.68928567,187590,0,1,-80.75351064,28.8099905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",61.4818415155113,NA,NA,NA,NA,"Canaveral National Seashore","TR","SM",NA,"P",3,"PUB","V",0,5,"W",0,0,NA,0,0,NA,NA,NA,5,"N",0.05,2,5,"N","Y",1,0,0,0,0.000382,0.000705,0.001165,0.002074,0.003545,0.005649,0.009484,0.016326,0.027879,0.053016,8434.86066614,80,0.0291541380289776,c(524187.281771102, 3187117.68928567)
524271.125690945,3187187.30264068,524271.125690945,3187187.30264068,187701,0,1,-80.75351064,28.8099905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",74.0333971749514,NA,NA,NA,NA,"Canaveral National Seashore","TR","SM",NA,"P",3,"PUB","V",0,5,"W",0,0,NA,0,0,NA,NA,NA,5,"N",0.05,2,5,"N","Y",1,0,0,0,0.000382,0.000705,0.001165,0.002074,0.003545,0.005649,0.009484,0.016326,0.027879,0.053016,8434.86066614,80,0.026555499987499,c(524271.125690945, 3187187.30264068)
524328.583432551,3187269.3428502,524328.583432551,3187269.3428502,187812,0,1,-80.75351064,28.8099905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",9.86981005609661,NA,NA,NA,NA,"Canaveral National Seashore","TR","SM",NA,"P",3,"PUB","V",0,5,"W",0,0,NA,0,0,NA,NA,NA,5,"N",0.05,2,5,"N","Y",1,0,0,0,0.000382,0.000705,0.001165,0.002074,0.003545,0.005649,0.009484,0.016326,0.027879,0.053016,8434.86066614,80,0.039839744816497,c(524328.583432551, 3187269.3428502)
524394.561199725,3187289.800918,524394.561199725,3187289.800918,187923,0,1,-80.75351064,28.8099905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"IRL",43.734146987682,NA,NA,NA,NA,"Canaveral National Seashore","TR","SM",NA,"P",3,"PUB","V",0,5,"W",0,0,NA,0,0,NA,NA,NA,5,"N",0.05,2,5,"N","Y",1,0,0,0,0.000382,0.000705,0.001165,0.002074,0.003545,0.005649,0.009484,0.016326,0.027879,0.053016,8434.86066614,80,0.0328285697408649,c(524394.561199725, 3187289.800918)
